SMILES,design_notes,Catalog ID,designer_institution,design_rationale,design_submission_source_link,designer_name
COC1=NC=CC=C1C23N(C(C)=O)CCC2C3,Fragment libraries: York3D,Y3D-102,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COC1=NC=CC=C1C23N(S(C)(=O)=O)CCC2C3,Fragment libraries: York3D,Y3D-105,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COC1CCN(CC1)C(=O)NCC2CC2,Fragment libraries: DSiPoised,Z287121492,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COC1CN(C1)S(=O)(=O)N2CCCC2,Fragment libraries: DSiPoised,Z1343518214,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COC1CN(Cc2cncs2)CCC1C,Fragment libraries: DSiPoised,Z1787761777,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COC=1C(C#N)=CN=C2C=CC=CC12,Fragment libraries: Leed3D,Z445216798,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COC=1C=CC(=CC1)C2=CCNCC2,Fragment libraries: SpotXplorer,Z281773378,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COC=1C=CC(CN2CCNCC2)=CC1F,Fragment libraries: SpotXplorer,Z85933875,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COC=1C=CC=2NC=CC2N1,Fragment libraries: Leed3D,Z1198180782,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COC=1C=CC=C(NC2=NCCCCC2)C1,Fragment libraries: SpotXplorer,Z56768227,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COC=1C=CC=C2C=NC=CC12,Fragment libraries: Leed3D,Z1255399993,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COC=1C=CC=C2OC(CC#N)CC21,Fragment libraries: Leed3D,Z1624330758,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COC=1C=CC=CC1C2CCNCC2,Fragment libraries: SpotXplorer,Z320116666,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COC=1C=CC=CC1CC2CCNCC2,Fragment libraries: SpotXplorer,Z1262327435,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COC=1C=CC=CC1N2CCNCC2,Fragment libraries: SpotXplorer,Z57834242,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COC=1C=CN=C(C#N)N1,Fragment libraries: Leed3D,Z1255417329,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCC(=O)N1CCCC(C1)C(=O)N,Fragment libraries: DSiPoised,Z32279730,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCC(=O)NC1(C)CCS(=O)(=O)C1,Fragment libraries: DSiPoised,Z262247854,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCC(=O)NCc1ccc(C)cc1,Fragment libraries: DSiPoised,Z33297786,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCC(=O)NCc1ccccc1,Fragment libraries: DSiPoised,Z31478538,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCC(=O)NCc1nc2ccccc2[nH]1,Fragment libraries: DSiPoised,Z111529496,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCC(=O)Nc1c(C)cc(C)cc1C,Fragment libraries: DSiPoised,Z57260516,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCC(=O)Nc1ccc(O)cc1,Fragment libraries: DSiPoised,Z335807570,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCC(=O)Nc1cccc(NC(=O)C)c1,Fragment libraries: DSiPoised,Z31735562,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCC(=O)Nc1ccccc1,Fragment libraries: DSiPoised,Z31504642,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCC(=O)Nc1ccccc1C(=O)N,Fragment libraries: DSiPoised,Z57260539,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCC(=O)Nc1nc(cs1)c2ccccc2,Fragment libraries: DSiPoised,Z62645406,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCC(C)N1CCN(CC1)C(=O)C,Fragment libraries: DSiPoised,Z1209494589,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCC(Nc(cccc1)c1F)=O,Fragment libraries: Euopen,Z31743594,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCC(Nc1cccc2cccnc12)=O,Fragment libraries: Euopen,Z32566874,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCC1(CN)CCC1,Fragment libraries: Euopen,EN300-201019,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCC1=NC(C23N(C(C)=O)CCC2C3)=CC=C1,Fragment libraries: York3D,Y3D-103,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCC1=NC(C23N(C)CCC2C3)=CC=C1,Fragment libraries: York3D,Y3D-100,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCC1CN(CCO1)c2ccccn2,Fragment libraries: DSiPoised,Z1272480091,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCCN1C(=O)C(Cc2ccc(F)cc2)(CCO)NC1=O,Fragment libraries: Leed3D,LDS-034200,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCCNC(=O)C1(C)CN(CCN1)C(=O)C1CC1,Fragment libraries: Leed3D,LDS-034210,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCCNC(=O)C1(C)CNCCN1C(=O)c1ccc[s]1,Fragment libraries: Leed3D,LDS-034211,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCCNC1CCN(CC1)C(=O)C,Fragment libraries: DSiPoised,Z90501883,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCc(cccc1)c1N,Fragment libraries: Euopen,EN300-41039,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCc1cc(C(N)=O)no1,Fragment libraries: Euopen,EN300-210913,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCc1cc(CN)ccc1,Fragment libraries: Euopen,EN300-41325,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCc1cc(no1)C(=O)N,Fragment libraries: DSiPoised,Z1270393711,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCc1ccc(C(CCC2)N2C(N)=O)o1,Fragment libraries: Euopen,Z1699931894,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCc1ccc(C2NCCC2)o1,Fragment libraries: Euopen,EN300-139464,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCc1nc(N)ccn1,Fragment libraries: Euopen,Z2523459919,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COCc1nnc(N)s1,"Fragment libraries: DSiPoised,Euopen","EN300-186494,Z57478994",XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
CO[C@@H](C1)CN[C@@H]1C(N)=O,Fragment libraries: Euopen,Z2053902526,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc(cc(CCNC1)c1c1)c1OC,Fragment libraries: Euopen,CS-002/03852013,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc(cc(cc1)F)c1NC(C1OCCC1)=O,Fragment libraries: Euopen,Z343517740,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc(cc1)c(CCN)cc1F,Fragment libraries: Euopen,EN300-384053,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc(cc1)c(CNCC2O)c2c1OC,Fragment libraries: Euopen,EN300-14604,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc(cc1)c(CO)cc1F,Fragment libraries: Euopen,EN300-244256,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc(cc1)cc2c1[nH]cc2,Fragment libraries: Euopen,EN300-21650,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc(cc1)ccc1-c1nc(CN)cs1,Fragment libraries: Euopen,EN300-95693,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc(cc1)ccc1C(NC1CCCC1)=O,Fragment libraries: Euopen,Z32413980,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc(cc1)ccc1C(Nc(cccc1)c1O)=O,Fragment libraries: Euopen,STL196847,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc(cc1)ccc1F,Fragment libraries: Euopen,EN300-16113,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc(cc1)ncc1N,Fragment libraries: Euopen,EN300-17185,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc(ccc(Br)c1)c1O,Fragment libraries: Euopen,EN300-206667,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc(ccc(Cl)c1)c1NC(c1cnccc1)=O,Fragment libraries: Euopen,Z28184190,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc(cccc1)c1N,Fragment libraries: Euopen,EN300-1265941,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc(cccc1)c1S(NC1CCCC1)(=O)=O,Fragment libraries: Euopen,Z45537422,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1c(C#N)cnc2ccccc12,Fragment libraries: DSiPoised,Z445216798,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1c(C(N)=O)scc1,Fragment libraries: Euopen,EN300-70705,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1c(CN2CCNCC2)cccc1,Fragment libraries: Euopen,EN300-68216,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1c(CNC2)c2ccc1,Fragment libraries: Euopen,Z2740003178,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1cc(CN)cc(OC)c1OC,Fragment libraries: DSiPoised,Z1741959530,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1cc(NC(=O)C)c(OC)cc1Cl,Fragment libraries: DSiPoised,Z26968795,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1cc(NC2CCNCC2)ccc1,Fragment libraries: Euopen,EN300-74122,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1cc(cc(OC)c1OC)C(=O)O,Fragment libraries: DSiPoised,Z104475702,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1cc2ccccc2cc1C(N)=O,Fragment libraries: Euopen,AP-970/43482283,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(Br)cc1CNC(=O)C,Fragment libraries: DSiPoised,Z955369596,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(C)cc1NC(=O)CN,Fragment libraries: DSiPoised,Z235341991,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(C)cc1NC(=O)Nn2cnnc2,Fragment libraries: DSiPoised,Z2234920345,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(C2=NCCC2Cc3cnccc3)cc1,Fragment libraries: York3D,Y3D-110,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(CCC2(C)NC(=O)NC2=O)cc1,Fragment libraries: DSiPoised,Z56772132,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(CN)cc1OC,Fragment libraries: DSiPoised,Z57102475,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(CN2CCOCC2)cc1OC,Fragment libraries: DSiPoised,Z1461072013,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(CNC(=O)CC#N)cc1,Fragment libraries: DSiPoised,Z169917694,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(CNC2CCCC2)cc1,Fragment libraries: DSiPoised,Z86136946,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(Cl)cc1C(=O)NCC(C)C,Fragment libraries: DSiPoised,Z32386228,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(Cn(cc2)nc2N)cc1,Fragment libraries: Euopen,EN300-154884,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(Cn2ccnn2)cc1F,Fragment libraries: DSiPoised,Z1729206778,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(NC(=O)CN)cc1,Fragment libraries: DSiPoised,Z1449748885,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(NC(=O)Nc2cccs2)cn1,Fragment libraries: DSiPoised,Z1152242726,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(NC(=O)Nc2ccncc2)cc1,Fragment libraries: DSiPoised,Z321318226,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(NCc2ccc(F)cc2)cc1,Fragment libraries: DSiPoised,Z57328997,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(NCc2ccccc2O)cc1,Fragment libraries: DSiPoised,Z56943440,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(cc1)C(=O)C2CCNCC2,Fragment libraries: DSiPoised,Z221421630,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(cc1)C(=O)NCC(=O)N,Fragment libraries: DSiPoised,Z33546965,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(cc1)C(=O)Nc2ccccc2F,Fragment libraries: DSiPoised,Z28290321,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc(cc1)C(N)c2ccccc2,Fragment libraries: DSiPoised,Z2574937229,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc2[nH]cc(CN(C)C)c2c1,Fragment libraries: DSiPoised,Z1509140850,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc2[nH]ccc2n1,Fragment libraries: DSiPoised,Z1198180782,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc2cn[nH]c(=O)c2c1OC,Fragment libraries: DSiPoised,Z102895082,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc2nc(NC(=O)C3CC3)sc2c1,Fragment libraries: DSiPoised,Z27678561,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccc2sc(N)nc2c1,Fragment libraries: DSiPoised,Z1201620232,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1cccc(CN2CCC(CC2)C(=O)N)c1,Fragment libraries: DSiPoised,Z54748186,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1cccc(NC(N)=O)c1,Fragment libraries: Euopen,M2575,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1cccc(c1)C(=O)Nc2ccccc2F,Fragment libraries: DSiPoised,Z28290384,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1cccc2C(=O)NCc21,Fragment libraries: DSiPoised,Z1198221039,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1cccc2NC(=O)CCCc12,Fragment libraries: DSiPoised,Z1503180352,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1cccc2OC(CC#N)Cc21,Fragment libraries: DSiPoised,Z1624330758,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1cccc2[nH]ccc12,Fragment libraries: DSiPoised,Z1203730757,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1cccc2c1nc(N)s2,Fragment libraries: Euopen,EN300-02268,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1cccc2cnccc12,Fragment libraries: DSiPoised,Z1255399993,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccccc1N2CCN(CC#N)CC2,Fragment libraries: DSiPoised,Z123622274,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccccc1NC(=O)c2ccc(C)s2,Fragment libraries: DSiPoised,Z27797417,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccccc1NC(=S)N,Fragment libraries: DSiPoised,Z56921372,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccccc1c2nnc(N)o2,Fragment libraries: DSiPoised,Z285233820,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccccc1c2nnco2,Fragment libraries: DSiPoised,Z1198177230,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1cccnc1C#N,Fragment libraries: DSiPoised,Z1198172994,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
COc1ccnc(C#N)n1,Fragment libraries: DSiPoised,Z1255417329,XChem,XChem initial soak,https://www.diamond.ac.uk/industry/Techniques-Available/Integrated-Structural-Biology/Fragment-Screening---XChem/Fragment-Libraries.html,XChem team
